Organisation,Svardato,Måling,Fokus,Spørgsmål,Spørgsmålstype,Svar,"Kommentar (valgfri)","Max valg (hvis flere valgmuligheder)"
"2023-02-08 07:07:27","M1 - Uge 6",Lærepladssøgning,"Vælg den mulighed, der passer bedst på din situation:","Én valgmulighed","Jeg forventer at have en læreplads inden for 2-3 måneder",,
"2023-02-08 07:07:28","M1 - Uge 6",Lærepladssøgning,"Vælg den mulighed, der passer bedst på din situation:","Én valgmulighed","Jeg forventer at have en læreplads inden for den kommende måned",,
"2023-02-08 07:07:31","M1 - Uge 6",Lærepladssøgning,"Jeg har registreret mig på lærepladsen.dk","Én valgmulighed",Ja,,
"2023-02-08 07:07:31","M1 - Uge 6",Lærepladssøgning,"Jeg har registreret mig på lærepladsen.dk","Én valgmulighed",Ja,,
"2023-02-08 07:07:34","M1 - Uge 6","Ønsker kontakt","Ønsker du at blive kontaktet af en lærepladskonsulent?","Én valgmulighed","Ja tak",,
"2023-02-08 07:07:49","M1 - Uge 6","Ønsker kontakt","Ønsker du at blive kontaktet af en lærepladskonsulent?","Én valgmulighed","Nej tak",,
"2023-02-08 07:07:53","M1 - Uge 6","Kobling til arbejdslivet","Det jeg lærer i undervisningen kan jeg bruge i mit kommende arbejdsliv","0-10 rating (slider)",9,,
"2023-02-08 07:08:00","M1 - Uge 6",Lærepladssøgning,"Vælg den mulighed, der passer bedst på din situation:","Én valgmulighed","Jeg forventer at have en læreplads inden for 2-3 måneder",,
"2023-02-08 07:08:02","M1 - Uge 6","Undervisning og faglig forståelse","Måden undervisningen foregår på gør det nemt for mig at lære og forstå, de ting vi gennemgår","0-10 rating (slider)",10,"Jeg kunne bedst lide da det blev gået igennem på tavlen.",
"2023-02-08 07:08:07","M1 - Uge 6","Kobling til arbejdslivet","Det jeg lærer i undervisningen kan jeg bruge i mit kommende arbejdsliv","0-10 rating (slider)",10,,
"2023-02-08 07:08:13","M1 - Uge 6",Lærepladssøgning,"Jeg har registreret mig på lærepladsen.dk","Én valgmulighed",Ja,,
"2023-02-08 07:08:18","M1 - Uge 6",Lærepladssøgning,"Vælg den mulighed, der passer bedst på din situation:","Én valgmulighed","Jeg har en underskrevet lærepladsaftale",,
"2023-02-08 07:08:22","M1 - Uge 6","Ønsker kontakt","Ønsker du at blive kontaktet af en lærepladskonsulent?","Én valgmulighed","Ja tak",,
"2023-02-08 07:08:31","M1 - Uge 6","Segmentering: Uddannelsesinstitution","Vælg din uddannelse GF2","Én valgmulighed","Data og IT",,
"2023-02-08 07:10:18","M1 - Uge 6","Generel Trivsel","Jeg er glad for at gå på {org}","0-10 rating (slider)",10,"Jeg kan godt lide at studere her, atmosfære i klasseværelset er altid meget venlig, lærerne og studerende er altid klar til at hjælpe",
