Organisation,Svardato,Måling,Fokus,Spørgsmål,Spørgsmålstype,Svar,"Kommentar (valgfri)","Max valg (hvis flere valgmuligheder)"
"2023-02-08 07:10:23","M1 - Uge 6",Hovedforløb-sandsynlighed,"Jeg forventer at fortsætte på hovedforløbet","0-10 rating (slider)",10,,
"2023-02-08 07:10:27","M1 - Uge 6",Klassetrivsel,"Jeg er glad for min klasse","0-10 rating (slider)",10,,
"2023-02-08 07:10:33","M1 - Uge 6","Relationer til lærer","Jeg føler, at jeg kan gå til en lærer, hvis jeg har brug for hjælp eller støtte","0-10 rating (slider)",10,,
"2023-02-08 07:12:19","M1 - Uge 6","Undervisning og faglig forståelse","Måden undervisningen foregår på gør det nemt for mig at lære og forstå, de ting vi gennemgår","0-10 rating (slider)",8,"pga sprog fordi jeg er udlænding",
"2023-02-08 07:12:26","M1 - Uge 6","Kobling til arbejdslivet","Det jeg lærer i undervisningen kan jeg bruge i mit kommende arbejdsliv","0-10 rating (slider)",10,,
"2023-02-08 07:12:45","M1 - Uge 6",Lærepladssøgning,"Vælg den mulighed, der passer bedst på din situation:","Én valgmulighed","Jeg forventer at have en læreplads inden for 2-3 måneder",,
"2023-02-08 07:12:50","M1 - Uge 6",Lærepladssøgning,"Jeg har registreret mig på lærepladsen.dk","Én valgmulighed",Ja,,
"2023-02-08 07:12:56","M1 - Uge 6","Ønsker kontakt","Ønsker du at blive kontaktet af en lærepladskonsulent?","Én valgmulighed","Ja tak",,
"2023-02-08 19:37:57","M1 - Uge 6","Segmentering: Uddannelsesinstitution","Vælg din uddannelse GF2","Én valgmulighed","Data og IT",,
"2023-02-08 19:38:09","M1 - Uge 6","Generel Trivsel","Jeg er glad for at gå på {org}","0-10 rating (slider)",8,,
"2023-02-08 19:38:14","M1 - Uge 6",Hovedforløb-sandsynlighed,"Jeg forventer at fortsætte på hovedforløbet","0-10 rating (slider)",10,,
"2023-02-08 19:39:20","M1 - Uge 6",Klassetrivsel,"Jeg er glad for min klasse","0-10 rating (slider)",6,"Folk ikke afbryder så meget. Mere ro når læreren snakker",
"2023-02-08 19:39:24","M1 - Uge 6","Relationer til lærer","Jeg føler, at jeg kan gå til en lærer, hvis jeg har brug for hjælp eller støtte","0-10 rating (slider)",10,,
"2023-02-08 19:39:44","M1 - Uge 6","Undervisning og faglig forståelse","Måden undervisningen foregår på gør det nemt for mig at lære og forstå, de ting vi gennemgår","0-10 rating (slider)",8,"ikke selvalgte grupper",
"2023-02-08 19:39:54","M1 - Uge 6","Kobling til arbejdslivet","Det jeg lærer i undervisningen kan jeg bruge i mit kommende arbejdsliv","0-10 rating (slider)",10,,
"2023-02-08 19:40:02","M1 - Uge 6",Lærepladssøgning,"Vælg den mulighed, der passer bedst på din situation:","Én valgmulighed","Jeg forventer at have en læreplads inden for den kommende måned",,
"2023-02-08 19:40:09","M1 - Uge 6",Lærepladssøgning,"Jeg har registreret mig på lærepladsen.dk","Én valgmulighed",Nej,,
"2023-02-08 19:40:19","M1 - Uge 6","Ønsker kontakt","Ønsker du at blive kontaktet af en lærepladskonsulent?","Én valgmulighed","Ja tak",,
